Date,Headline,URL,Opening Text,Source,Country,Subregion,Language
29-Jan-2019 12:00PM,Downtown Peterborough No Frills location removed as possible site for new major sport and event centre,https://www.mykawartha.com/news-story/9148184-downtown-peterborough-no-frills-location-removed-as-possible-site-for-new-major-sport-and-event-centre/,,MyKawartha.com (Metroland Media Group),Canada,Ontario,English
29-Jan-2019 12:00PM,"Gino Russo: „Wäre ich ein Löwe, hätte ich ihn aufgefressen.“",http://www.grenzecho.net/politik/belgien/gino-russo-waere-ich-ein-loewe-haette-ich-ihn-aufgefressen,"Seit einigen Wochen tut sich wieder was am Sitz der VoG „Julie & Melissa N‘oubliez pas!“ in Jemeppe-sur-Meuse. Gino Russo, Vater von...",Grenzecho.net,Belgium,,German
29-Jan-2019 11:58AM,Global Electrophysiology Catheters Market Forecast to 2025 with Key Companies Profile,http://www.937theeagle.com/story/39866416/global-electrophysiology-catheters-market-forecast-to-2025-with-key-companies-profile,"The objectives of ‘Global Electrophysiology Catheters Market Insights, Forecast to 2025’ report are to define and to segment the market...",93.7 The Eagle,United States,,English
29-Jan-2019 11:57AM,Global Electrophysiology Catheters Market Forecast to 2025 with Key Companies Profile,http://www.wicz.com/story/39866416/global-electrophysiology-catheters-market-forecast-to-2025-with-key-companies-profile,"The objectives of ‘Global Electrophysiology Catheters Market Insights, Forecast to 2025’ report are to define and to segment the market...",FOX 40 WICZ TV,United States,New York,English
29-Jan-2019 11:56AM,Toshiba unveils robot to probe melted nuclear fuel,https://www.detroitnews.com/story/news/world/2019/01/28/robot-nuclear-fuel-inspector-fukushima-reactor/38969841/,"Yokohama, Japan – Toshiba Corp. unveiled a remote-controlled robot with tongs on Monday that it hopes will be able to probe the inside of...",The Detroit News,United States,Michigan,English
29-Jan-2019 11:52AM,Global Electrophysiology Catheters Market Forecast to 2025 with Key Companies Profile,http://www.wboc.com/story/39866416/global-electrophysiology-catheters-market-forecast-to-2025-with-key-companies-profile,"The objectives of &lsquo;Global Electrophysiology Catheters Market Insights, Forecast to 2025&rsquo; report are to define and to segment...",WBOC Tv 16,United States,Delaware,English
29-Jan-2019 11:51AM,日立真的退出风电朋友圈了吗？看来未必,http://news.bjx.com.cn/html/20190129/959959.shtml,,北极星电力技术网,China,Beijing,Chinese (simpl.)
29-Jan-2019 11:50AM,Global Electrophysiology Catheters Market Forecast to 2025 with Key Companies Profile,http://www.760kfmb.com/story/39866416/global-electrophysiology-catheters-market-forecast-to-2025-with-key-companies-profile,"The objectives of ‘Global Electrophysiology Catheters Market Insights, Forecast to 2025’ report are to define and to segment the market...",760 KFMB AM,United States,California,English
29-Jan-2019 11:50AM,Global Electrophysiology Catheters Market Forecast to 2025 with Key Companies Profile,http://www.fox34.com/story/39866416/global-electrophysiology-catheters-market-forecast-to-2025-with-key-companies-profile,"The objectives of ‘Global Electrophysiology Catheters Market Insights, Forecast to 2025’ report are to define and to segment the market...",Fox 34,United States,Texas,English
29-Jan-2019 11:48AM,Why Investors Should Focus on the Long-Term with General Electric,https://www.fool.com/investing/2019/01/28/why-investors-should-focus-on-the-long-term-with-g.aspx,Cash flow and earnings from GE's aviation and power businesses are likely to be significantly stronger just a couple of years from now.,Fool.com,United States,,English
29-Jan-2019 11:48AM,Why Investors Should Focus on the Long-Term with General Electric,https://uk.finance.yahoo.com/news/why-investors-focus-long-term-024800058.html,"As Wall Street waits for General Electric's (NYSE: GE) fourth-quarter earnings report, it would be a good idea for investors to take a step...",Yahoo Finance UK,United Kingdom,,English
29-Jan-2019 11:48AM,Why Investors Should Focus on the Long-Term with General Electric,https://sg.finance.yahoo.com/news/why-investors-focus-long-term-024800058.html,"As Wall Street waits for General Electric's (NYSE: GE) fourth-quarter earnings report, it would be a good idea for investors to take a step...",Yahoo! Singapore Finance,Singapore,,English
29-Jan-2019 11:47AM,GE加快燃气轮机涡轮叶片修复 已完成了第2代叶片研制,http://news.bjx.com.cn/html/20190129/959895.shtml,北极星火力发电网讯:导读：1月26日，据路透社报道，GE公司正在为一些重型燃气轮机运营商提供建议，预计要比原定计划更早的更好故障叶片，并且披露了2015年涡轮叶片破裂的情况。\n\n(来源：两机动力控制 ID：GTC2006)...,北极星电力技术网,China,Beijing,Chinese (simpl.)
29-Jan-2019 11:46AM,Place à la relève au Cégep de Sorel-Tracy « Un pied dans le monde du travail! »,http://lecontrecourant.ca/2019/01/28/place-a-releve-cegep-de-sorel-tracy-pied-monde-travail-2/,,Le Contre-courant.com,Canada,,French
29-Jan-2019 11:45AM,营商环境优化，高端资源汇聚 到黄埔去，产业有了“创新源”,http://www.ce.cn/xwzx/gnsz/gdxw/201901/29/t20190129_31385330.shtml,广州金域医学检验集团股份有限公司病理诊断中心内，工作人员正在进行检测。 李剑锋摄（中经视觉）...,中国经济网,China,Beijing,Chinese (simpl.)
29-Jan-2019 11:43AM,全米横断を目指す「空飛ぶクルマ」、雪のなかで試験飛行に密着して見えてきたこと（動画あり）,https://wired.jp/2019/01/29/beta-ava-flying-car-aviation/,あるスタートアップが開発している電動飛行機が、全米を横断するデモ飛行を目指してテストを続けている。その企業ベータ・テクノロジーズは、8組のプロペラとモーターをもつ「Ava...,WIRED.jp,Japan,,Japanese
29-Jan-2019 11:43AM,20万的三厢车，哪款的钥匙最帅？,https://chejiahao.autohome.com.cn/info/3290190,作者：道哥\n\n来源：文章系汽车门道原创，转载请注明来源\n\n汽车钥匙作为车子比较重要的配件之一，不仅有着开锁启动的功能，同时还有着装饰（bi）作用。钥匙往裤腰带上一挂，不懂车的，知道你有车了，懂点车的，一眼看出哪个品牌哪款车型。...,汽车之家,China,Beijing,Chinese (simpl.)
29-Jan-2019 11:42AM,株洲仁和妇产医院力创老百姓信赖的现代化医院，为爱发声,https://jkzx.99.com.cn/752938.htm,导语 株洲仁和妇产医院成立于2003年，是经株洲市卫生局批准设立的二级医院，是采用国际标准管理的一所立足株洲面向全省的专科突出的非营利性综合性民营医院。,99健康网,China,Fujian,Chinese (simpl.)
29-Jan-2019 11:40AM,全球首台最大海上机组Haliade-X 12MW将首装荷兰鹿特丹港,http://www.cweea.com.cn/html/hangyedongtai/201901/29-51722.html,近日，GE与荷兰风电开发商Future Wind签约，GE生产的Haliade-X 12MW海上风机将于今年夏天安装在鹿特丹港。全球最大的海上风机将在荷兰诞生!\n\n双方拟于2019年夏季安装首个Haliade-X...,中国风能产业网,China,Beijing,Chinese (simpl.)
29-Jan-2019 11:39AM,群集汇力助“安康” 促进企业安全健康发展,http://www.powerchina.cn/art/2019/1/29/art_188_315278.html,,中国电力建设集团有限公司,China,Beijing,Chinese (simpl.)
29-Jan-2019 11:39AM,【サンファーマ日本法人】皮膚科で国内トップ3目指す‐癌・眼科にも事業拡大,https://www.yakuji.co.jp/entry69758.html,,薬事日報,Japan,,Japanese
29-Jan-2019 11:38AM,日立真的退出风电朋友圈了吗？看来未必,http://newenergy.in-en.com/html/newenergy-2329361.shtml,,国际新能源网,China,Beijing,Chinese (simpl.)
29-Jan-2019 11:38AM,赛车手也玩3D打印？纳斯卡车手Brad Keselowski创办了一家3D打印公司,http://xincailiao.com/news/news_detail.aspx?id=412332,纳斯卡是3D打印的早期采用者，因为它使他们的工程师能够更快地进行原型设计，测试更多的设计迭代次数，以确定什么使得汽车的速度更快。驱动程序经常参与测试过程，因此暴露在3D打印的奇迹中。布拉德·凯瑟洛夫斯基（Brad...,新材料在线,China,,Chinese (simpl.)
29-Jan-2019 11:37AM,"New York Mortgage Trust, Inc. (NYMT) EPS Estimated At $0.16 as of February, 19",https://enbulletin.com/2019/01/29/new-york-mortgage-trust-inc-nymt-eps-estimated-at-0-16-as-of-february-19/,"Big Money Sentiment increased to 3.61 in 2018 Q3. It has change of 1.26, from 2018Q2’s 2.35. The ratio improved due to New York Mortgage...",Bend Bulletin,United States,Washington,English
29-Jan-2019 11:36AM,日立真的退出风电朋友圈了吗？,http://www.chinapower.com.cn/cpwindoffshore/20190129/1264696.html,,中国电力网,China,Beijing,Chinese (simpl.)
29-Jan-2019 11:35AM,"电气设备行业:业绩印证基本面向好,静待补贴政策落地后绩优股布局机会",http://www.chuandong.com/news/news.aspx?id=228316,"业绩映射基本面向好:近期部分头部企业公布2018年业绩预告,新宙邦预告营业收入21.63亿元/yoy+19.14%;实现归母净利润约3.23亿元/yoy+15.49%。赢合科技预告2018年公司归母净利润3.1-3.5亿元/yoy+40.32%至+58.43%。...",中国传动网,China,Guangdong,Chinese (simpl.)
29-Jan-2019 11:35AM,2018年11月全国轿车品牌销售信息,http://www.chinacir.com.cn/2019_cpcl/592804.shtml,浏览:\n\n序号\n\n车型\n\n销量\n\n比较\n\n所占比重(%)\n\n本月\n\n本期止累计\n\n同期止累计\n\n比上月增长(%)\n\n比同期增长(%)\n\n比同期累计增长(%)\n\n1、一汽轿车\n一汽轿车 合计\n3421\n61039\n74627\n-18.91\n-62.73\n-18.21\n0.58...,中国产业竞争情报网,China,,Chinese (simpl.)
